timestamp,open,high,low,close,volume,cwr
2025-06-18 16:20:20.091506,50142.92,50443.92,49751.45,50000.0,4402.33,1.0
2025-06-18 17:20:20.091528,50041.02,53428.66,49351.96,52722.04,3474.45,1.7096056546526963
2025-06-18 18:20:20.091556,52748.78,54101.27,51948.81,53957.23,4487.37,0.9329276485452117
2025-06-18 19:20:20.091574,53948.21,54005.52,53146.89,53274.05,1643.04,0.44144026035119505
2025-06-18 20:20:20.091591,53281.87,54047.49,52180.24,52647.15,1025.54,0.9677367527994268
2025-06-18 21:20:20.091607,52657.21,53250.02,52549.56,52988.24,3536.02,0.40614342716494095
2025-06-18 22:20:20.091623,52990.71,53493.53,52140.02,52209.0,4044.11,0.809689885382021
2025-06-18 23:20:20.091638,52204.02,55272.72,51542.14,54823.46,1410.04,1.9339375300510757
2025-06-19 00:20:20.091653,54838.76,57029.32,54761.87,56249.64,2203.85,1.1529725964165094
2025-06-19 01:20:20.091668,56257.12,56564.36,55062.96,55614.52,1182.97,0.7819421058689412
2025-06-19 02:20:20.091683,55575.58,56549.06,53656.45,54625.32,3998.61,1.4401829133610216
2025-06-19 03:20:20.091698,54710.84,57004.22,54579.19,56802.48,2094.51,1.1868711648935186
2025-06-19 04:20:20.091713,56798.75,57318.74,56081.75,56632.5,1654.5,0.6243654763208216
2025-06-19 05:20:20.091728,56574.67,57716.12,55903.58,57634.88,3618.04,0.9204688901076902
2025-06-19 06:20:20.091742,57675.71,58082.11,56321.22,56385.78,2729.34,0.9005890762614572
2025-06-19 07:20:20.091756,56489.91,56930.03,55624.51,55928.06,4935.91,0.6818562998763795
2025-06-19 08:20:20.091770,55868.22,56443.86,55737.92,55937.24,1852.42,0.3829232719525558
2025-06-19 09:20:20.091784,55867.23,56152.26,55781.59,55995.83,4872.77,0.21040140518619974
2025-06-19 10:20:20.091798,56076.67,56369.37,55269.42,55531.11,4083.69,0.6369515757648742
2025-06-19 11:20:20.091812,55566.8,56216.94,55533.77,56083.69,4683.39,0.4079330702431675
2025-06-19 12:20:20.091826,56158.23,56776.63,54383.95,54757.79,1469.23,1.3596924286030483
2025-06-19 13:20:20.091839,54720.75,54774.14,54532.89,54663.78,1256.84,0.15386342285367696
2025-06-19 14:20:20.091853,54762.23,54969.7,54181.76,54773.93,2241.45,0.525390355418964
2025-06-19 15:20:20.091867,54749.15,55633.54,54571.67,55268.41,3779.93,0.7032787265255315
2025-06-19 16:20:20.091881,55134.45,56837.92,55093.25,56027.02,2922.03,1.1602081720704673
2025-06-19 17:20:20.091895,56026.82,56183.93,54235.83,54414.37,3238.59,1.2438878310851267
2025-06-19 18:20:20.091909,54351.33,54399.72,53176.49,53253.22,1351.47,0.7843108338932991
2025-06-19 19:20:20.091923,53199.88,54924.6,52854.74,54640.5,4202.35,1.4017857384727492
2025-06-19 20:20:20.091937,54625.14,55103.73,54588.32,55044.76,3545.72,0.37106925483770403
2025-06-19 21:20:20.091951,55048.04,55642.37,53872.32,54602.35,3856.35,1.2621410798559787
2025-06-19 22:20:20.091965,54567.03,56824.55,53755.64,56486.53,1320.46,2.174629499654027
2025-06-19 23:20:20.091979,56560.94,57066.22,55873.06,56582.77,3105.61,0.8840579710144946
2025-06-20 00:20:20.091993,56593.95,57419.82,56539.19,57345.76,1988.41,0.661221995131479
2025-06-20 01:20:20.092007,57327.39,57789.83,57216.03,57467.25,1728.47,0.4518519393488405
2025-06-20 02:20:20.092021,57491.63,61661.0,56952.52,60948.2,3221.45,3.322230959711471
2025-06-20 03:20:20.092035,60950.51,63965.22,60244.87,63758.22,1288.79,2.4189437492441477
2025-06-20 04:20:20.092048,63765.88,63817.97,63420.49,63514.01,4473.09,0.26105637590857295
2025-06-20 05:20:20.092062,63483.32,64613.74,63107.27,64263.12,4950.6,0.9538405430509448
2025-06-20 06:20:20.092076,64364.27,65451.37,64234.77,65257.34,2754.46,0.7674714729415238
2025-06-20 07:20:20.092090,65327.73,67916.87,64874.6,66949.1,2107.31,1.786249739821934
2025-06-20 08:20:20.092104,66946.52,67752.12,65972.45,66158.46,3491.87,1.0640713657915333
2025-06-20 09:20:20.092117,66117.07,67764.58,65241.4,67075.02,1718.73,1.412275170833644
2025-06-20 10:20:20.092131,67101.57,68300.27,67017.21,67847.47,4417.54,0.7083397166497578
2025-06-20 11:20:20.092145,67884.35,68230.58,64097.96,64498.24,2436.93,2.1032215379917556
2025-06-20 12:20:20.092159,64474.33,64613.81,63020.24,63353.8,4877.65,0.8141487576283173
2025-06-20 13:20:20.092173,63271.78,63622.27,60304.48,60363.78,4879.28,1.6377439463686316
2025-06-20 14:20:20.092186,60433.85,60589.23,60064.79,60113.17,1679.03,0.2634198775422058
2025-06-20 15:20:20.092200,60173.06,61330.25,59986.34,61006.77,3468.58,0.6875653109279826
2025-06-20 16:20:20.092214,60976.65,63105.7,60809.94,62939.56,1146.69,1.1233845988226687
2025-06-20 17:20:20.092228,62919.32,63870.44,62105.99,63018.25,3341.42,0.8635169062266026
2025-06-20 18:20:20.092242,63149.12,66311.68,63006.78,66049.9,2079.0,1.6081225051754617
2025-06-20 19:20:20.092255,66097.96,66107.4,63711.99,63741.31,2808.8,1.132451984217407
2025-06-20 20:20:20.092269,63744.62,64137.01,60001.7,60631.25,1166.29,1.8153439720172666
2025-06-20 21:20:20.092283,60686.81,60838.87,60380.2,60552.62,2955.39,0.20185989953875738
2025-06-20 22:20:20.092297,60573.6,61207.68,60545.95,61078.85,2231.72,0.31969455263633534
2025-06-20 23:20:20.092311,61116.27,62069.26,60945.76,61038.02,3690.41,0.5791119201438939
2025-06-21 00:20:20.092325,60973.72,61523.35,59456.81,59568.96,3770.5,1.0212738618996613
2025-06-21 01:20:20.092339,59577.92,60107.06,58853.57,59511.14,4475.62,0.6233652693508958
2025-06-21 02:20:20.092353,59532.86,59555.85,57976.53,58680.92,3758.11,0.7783814474222138
2025-06-21 03:20:20.092367,58718.4,59697.67,58136.79,59345.91,1426.37,0.7984408489393361
2025-06-21 04:20:20.092381,59278.07,60630.69,59235.56,59749.34,4908.7,0.720743014222889
2025-06-21 05:20:20.092395,59768.54,60104.73,58462.3,58900.12,4514.06,0.8682546491929911
2025-06-21 06:20:20.092409,58924.97,59121.4,57711.92,58112.9,4231.38,0.7426263846068952
2025-06-21 07:20:20.092423,58095.61,58873.0,56961.02,57075.29,3177.96,1.0699776628634137
2025-06-21 08:20:20.092436,57153.81,57204.21,56979.55,57036.45,2584.69,0.13073112484281027
2025-06-21 09:20:20.092450,56979.91,58405.27,56641.34,58189.79,1909.08,1.0750452828992754
2025-06-21 10:20:20.092464,58064.49,58200.66,57321.59,57472.37,3477.96,0.5300304034753759
2025-06-21 11:20:20.092478,57528.8,58590.56,57209.5,58244.68,1102.57,0.8317709446905369
2025-06-21 12:20:20.092492,58225.76,58418.71,57705.69,57908.09,3320.69,0.45092230946695044
2025-06-21 13:20:20.092506,57988.25,58581.17,56037.42,56561.15,4822.09,1.5700096221916497
2025-06-21 14:20:20.092519,56593.05,56626.57,56424.04,56425.33,3589.9,0.13823681680601405
2025-06-21 15:20:20.092533,56431.21,56494.84,54640.89,55627.43,2406.49,1.2892366351963418
2025-06-21 16:20:20.092547,55623.95,55742.37,55271.81,55334.39,2139.49,0.3750127511986164
2025-06-21 17:20:20.092565,55344.34,55486.19,53330.87,53608.96,3864.6,1.6089082211214918
2025-06-21 18:20:20.092580,53683.59,56350.45,53630.2,56169.33,1724.6,1.8857330026671655
2025-06-21 19:20:20.092594,56175.24,56854.53,56082.19,56237.16,3269.25,0.5419988778825289
2025-06-21 20:20:20.092608,56162.13,56562.41,55055.02,55256.02,4223.97,1.0789984731862778
2025-06-21 21:20:20.092622,55262.94,56072.44,54844.69,55411.0,4276.76,0.8796409073323109
2025-06-21 22:20:20.092637,55387.21,55625.68,55101.91,55323.62,3443.92,0.39001089010303464
2025-06-21 23:20:20.092651,55254.81,55687.8,55040.24,55192.69,4290.46,0.49916114010945417
2025-06-22 00:20:20.092665,55154.45,56538.57,55096.92,56136.61,3495.44,1.1092836573697369
2025-06-22 01:20:20.092679,56069.94,57579.72,55522.61,57112.28,1866.96,1.5579958897464432
2025-06-22 02:20:20.092693,57129.97,57135.84,56470.31,56629.66,3428.38,0.5186652628396002
2025-06-22 03:20:20.092707,56598.09,57015.5,55934.22,56283.02,4951.14,0.8708594550363061
2025-06-22 04:20:20.092721,56205.92,56405.64,55936.72,56052.88,2712.8,0.3739880064155055
2025-06-22 05:20:20.092734,56084.78,56318.5,53876.78,53944.48,1342.63,1.8961479786274498
2025-06-22 06:20:20.092748,54032.33,54226.58,51627.46,51954.86,1906.63,1.8920180035509206
2025-06-22 07:20:20.092762,51956.63,53624.13,51557.43,53590.4,1934.85,1.4678152372389115
2025-06-22 08:20:20.092776,53549.14,56695.46,53076.83,56056.84,3131.83,2.3296528694066745
2025-06-22 09:20:20.092790,56125.65,56605.71,55487.58,55807.17,3231.13,0.7544683387870716
2025-06-22 10:20:20.092804,55739.66,56642.47,55686.05,56227.75,3249.19,0.6293458269861574
2025-06-22 11:20:20.092818,56258.04,56909.88,55630.63,56674.6,1386.71,0.8579984842082671
2025-06-22 12:20:20.092832,56622.42,61613.05,56385.29,61097.14,3659.65,3.0238716357305244
2025-06-22 13:20:20.092846,61030.41,63658.21,60017.28,62573.52,3159.83,2.019249513548948
2025-06-22 14:20:20.092860,62553.72,63156.69,61673.57,62395.32,1356.5,0.8517539658200369
2025-06-22 15:20:20.092874,62403.66,63201.2,60512.86,61235.67,1144.64,1.4633973742742437
2025-06-22 16:20:20.092888,61226.34,61355.47,59071.84,59248.59,1350.57,1.21737373565063
2025-06-22 17:20:20.092901,59139.8,59967.82,58609.03,59496.66,3402.38,0.721832239173234
2025-06-22 18:20:20.092915,59526.88,60172.25,58699.64,59048.48,4968.63,0.7630657146114228
2025-06-22 19:20:20.092929,59053.32,59451.81,57132.94,58052.13,4472.23,1.151703899647638
2025-06-22 20:20:20.092943,58046.39,58827.09,57376.53,57677.61,1323.68,0.7202844670785755
2025-06-22 21:20:20.092957,57708.56,57907.32,55723.93,56284.22,3563.89,1.0807871556317863
2025-06-22 22:20:20.092971,56233.65,57990.67,55349.98,57854.82,4691.03,1.2462298419542177
2025-06-22 23:20:20.092985,57935.25,59028.91,57589.14,58908.5,2594.65,0.6737759828346889
2025-06-23 00:20:20.092998,58941.36,59060.23,58898.63,58920.68,1103.25,0.0761724655862868
2025-06-23 01:20:20.093012,58924.02,60548.86,58791.53,60252.99,2247.26,0.8419226534795019
2025-06-23 02:20:20.093026,60284.91,60681.93,60208.51,60364.15,3563.31,0.23898067488239422
2025-06-23 03:20:20.093040,60456.55,60517.22,59060.61,59085.09,4123.05,0.746790874612438
2025-06-23 04:20:20.093054,59157.1,60461.58,58495.4,60422.89,1231.12,1.0526321424938567
2025-06-23 05:20:20.093068,60385.83,61464.14,60328.35,60825.44,3037.69,0.6077796263069548
2025-06-23 06:20:20.093082,60807.04,61824.68,59086.86,59856.02,2225.01,1.39840016181238
2025-06-23 07:20:20.093096,59703.15,59841.08,58964.35,59732.16,2799.14,0.45245980150663545
2025-06-23 08:20:20.093109,59787.97,59925.37,58108.78,58263.5,4310.15,1.027983941270027
2025-06-23 09:20:20.093123,58229.91,58247.75,55940.57,56182.03,4041.16,1.356804753562437
2025-06-23 10:20:20.093137,56036.46,57547.82,55971.84,57387.08,1048.48,0.9242774885138313
2025-06-23 11:20:20.093151,57386.2,60467.07,57145.38,60418.85,2817.51,1.91257694277539
2025-06-23 12:20:20.093165,60453.85,60560.26,57713.63,58243.34,1600.19,1.6129024033216415
2025-06-23 13:20:20.093178,58233.27,58908.43,58035.94,58720.4,2837.79,0.501259194764552
2025-06-23 14:20:20.093192,58820.91,59726.3,56713.88,57683.46,4147.61,1.6573732096455378
2025-06-23 15:20:20.093206,57648.53,57772.48,56716.89,57126.15,1153.71,0.6016735986703338
2025-06-23 16:20:20.093220,57230.46,57742.38,55561.0,56267.86,3637.42,1.2179920981102892
2025-06-23 17:20:20.093234,56341.11,56413.19,54376.11,54936.77,1600.68,1.1420860107807116
2025-06-23 18:20:20.093248,55022.55,55477.9,54401.47,55006.17,1166.69,0.6311760251267193
2025-06-23 19:20:20.093261,54986.08,55002.11,54471.69,54474.42,4826.01,0.3195362802174486
2025-06-23 20:20:20.093275,54484.48,55025.45,54223.59,54714.67,2398.81,0.4739178513233896
2025-06-23 21:20:20.093289,54657.39,54851.06,54566.18,54689.66,3641.21,0.1760302182736379
2025-06-23 22:20:20.093303,54719.01,54965.9,54351.71,54371.22,1328.69,0.3778707601896656
2025-06-23 23:20:20.093317,54425.38,55122.15,52628.24,53054.27,1822.75,1.4868935205114058
2025-06-24 00:20:20.093330,53014.12,53168.76,52574.65,52769.43,3575.62,0.3693201509207828
2025-06-24 01:20:20.093345,52735.47,54256.89,52332.38,53600.58,3329.69,1.1677182346036592
2025-06-24 02:20:20.093358,53650.31,54841.71,53065.9,54119.04,1512.38,1.109885412070293
2025-06-24 03:20:20.093372,54062.5,54268.55,53093.71,53381.14,4772.3,0.7275003800546119
2025-06-24 04:20:20.093386,53276.17,53517.96,53202.66,53472.73,4547.7,0.20476219854724398
2025-06-24 05:20:20.093400,53518.74,54848.16,52854.02,54171.78,4675.71,1.3083337105846247
2025-06-24 06:20:20.093414,54140.19,54432.83,51409.87,51588.37,4367.99,1.8934540616786868
2025-06-24 07:20:20.093427,51622.56,52222.89,51168.4,52075.04,4938.68,0.7109694627460587
2025-06-24 08:20:20.093441,52136.15,52180.66,51227.48,51397.41,1526.92,0.6864820621109333
2025-06-24 09:20:20.093455,51370.24,52558.09,50655.81,52128.22,3931.21,1.321037869039276
2025-06-24 10:20:20.093469,52158.78,52541.93,51136.64,51466.58,2190.19,1.0335807653906481
2025-06-24 11:20:20.093483,51505.35,51923.61,48257.27,48757.58,1640.29,2.4603501613909837
2025-06-24 12:20:20.093496,48776.17,48781.15,46328.69,46460.55,3905.85,1.6309242919578315
2025-06-24 13:20:20.093510,46450.84,47289.42,46253.88,46517.08,3220.34,0.7123737743757601
2025-06-24 14:20:20.093524,46477.51,47249.19,46334.61,46781.04,2421.54,0.6326845511532089
2025-06-24 15:20:20.093538,46774.77,47371.34,46098.89,46126.57,3982.94,0.8582233505276995
2025-06-24 16:20:20.093551,46127.25,46894.4,46018.72,46611.81,2307.73,0.58914910179117
2025-06-24 17:20:20.093565,46645.48,46885.98,45714.44,45803.34,2794.44,0.7653722528549405
2025-06-24 18:20:20.093579,45786.27,46440.92,45320.84,45758.94,2566.1,0.7198575555062124
